"site","relative","name","xmltv_id","lang","site_id","country","hd_flag"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","716#5716","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","716#716","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","715#5715","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","715#715","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","714#5714","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","714#714","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","713#5713","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","748#748","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","713#713","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","712#712","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","711#5711","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","711#711","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","710#5710","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","710#710","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","709#5709","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","709#709","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","708#5708","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","708#708","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","707#5707","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","707#707","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","706#5706","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","706#706","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","712#5712","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","748#5748","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","749#749","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","749#5749","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","778#778","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","777#5777","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","777#777","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","776#5776","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","776#776","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","775#5775","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","775#775","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","774#5774","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","774#774","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","773#5773","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","773#773","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","771#5771","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","771#771","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","769#5769","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","769#3830","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","769#2463","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","769#769","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","768#5768","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","768#768","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","767#5767","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","767#767","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","766#5766","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","766#766","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","765#5765","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","765#765","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","750#5750","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","750#4075","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","750#4074","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","750#750","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","779#779","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","830#2227","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","831#2228","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","832#2229","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2066#4551","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2065#4550","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2064#8918","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2063#4530","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2062#6703","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2061#4544","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2060#4548","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2057#4541","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2056#4511","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2055#4508","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2053#4556","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2052#4500","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2051#4509","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2067#4547","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2050#4535","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2042#2195","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2041#2194","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2040#2192","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2039#4552","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","ca","2038#4554","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","vi","2037#4534","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","vi","2036#4532","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2035#4560","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2034#4528","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2033#4501","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2032#4549","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2031#4537","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2030#4513","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2049#546","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2068#1113","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2069#4542","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2070#4512","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","ru","2148#4504","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","pt","2135#4503","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","pt","2134#4519","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2119#4053","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2116#4031","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2115#6416","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2113#5448","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2112#5450","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2109#3689","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2108#4056","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2105#6064","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2104#4700","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2103#5542","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2102#6030","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2095#2486","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2093#4553","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2092#4529","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2089#4533","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2088#4515","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2087#4505","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2085#8415","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2084#4502","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2083#4539","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2082#4525","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2082#552","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2081#4518","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2080#5050","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2080#4506","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2071#4514","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2024#4538","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2023#4546","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2022#4543","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2021#4540","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","859#2253","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","858#2252","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","857#6445","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","857#2271","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","856#2251","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","855#5497","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","854#2249","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","853#4138","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","852#4147","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","851#2246","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","850#2245","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","849#1938","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","848#8017","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","847#2243","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","846#8441","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","845#8440","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","844#2240","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","843#2239","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","842#2237","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","841#2270","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","840#2226","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","839#2236","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","838#2235","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","837#2234","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","836#2233","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","835#2232","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","834#2231","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","833#3066","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","833#2230","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","860#4151","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","705#5705","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","861#3027","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","863#2257","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","2020#4555","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","907#6966","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","906#5828","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","905#6926","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","904#5850","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","903#5864","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","902#5858","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","901#5871","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","886#8379","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","885#8374","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","884#5538","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","883#8745","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","882#5537","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","881#6135","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","880#4148","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","879#8999","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","878#8924","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","877#3690","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","876#6136","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","875#8920","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","874#8012","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","871#8333","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","870#3267","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","869#2265","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","868#2262","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","867#2261","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","866#2260","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","865#4150","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","864#2258","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","862#8449","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","528#8247","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","705#705","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","703#5703","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","630#610","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","628#5628","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","628#2628","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","623#8981","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","621#621","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","618#5618","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","618#2618","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","612#3911","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","612#3910","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","611#4003","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","611#3669","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","611#633","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","611#632","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","630#615","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","610#5610","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","608#2626","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","608#2623","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","608#2617","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","606#606","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","606#603","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","605#2605","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","604#2612","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","603#630","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","602#1301","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","600#5600","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","599#599","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","598#598","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","597#597","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","610#2610","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","630#2630","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","630#5630","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","631#2631","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#5648","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#5647","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#5646","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#5644","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#2648","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#2647","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#2646","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#644","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","642#5643","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","642#5642","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","642#2643","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","642#2642","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","640#5620","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","640#2640","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","639#5639","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","639#2639","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","635#5637","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","635#5636","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","635#5635","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","635#2638","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","635#2637","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","635#2636","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","635#2635","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","635#2447","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","634#5634","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","634#2634","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","631#8264","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","631#5631","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","631#2633","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","596#596","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#6144","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","595#3143","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","593#593","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","553#544","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","552#3705","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","551#3782","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","550#4224","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","549#4263","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","549#542","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","548#4401","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","548#3781","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","547#8252","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","547#538","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","546#8234","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","546#540","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","545#1968","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","553#8239","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","8#815","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","541#6219","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","541#532","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","540#531","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","539#530","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","538#529","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","537#528","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","536#527","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","535#3777","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","535#526","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","531#3784","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","530#3786","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","530#523","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","529#8224","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","542#533","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","554#545","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","555#3785","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","556#547","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","592#3452","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","591#2376","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","588#588","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","587#587","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","585#584","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","584#197","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","583#196","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","582#195","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","581#590","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","580#459","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","578#6427","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","577#8453","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","576#8032","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","575#589","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","574#575","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","573#3708","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","572#8269","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","571#4257","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","570#8391","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","568#2184","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","566#4210","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","565#3527","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","564#3787","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","563#4308","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","562#6183","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","560#536","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","559#535","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","558#534","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","557#6709","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","594#3702","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","646#6145","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","649#604","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","649#616","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","687#2688","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","687#2687","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","687#2615","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","686#6645","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","686#6644","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","686#5686","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","686#2686","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","686#653","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","686#652","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","684#2658","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","684#2657","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","683#5683","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","683#2683","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","687#5615","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","681#5681","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","677#456","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#5676","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#2676","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#651","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#650","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#649","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#648","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#639","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#638","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#637","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","676#636","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","675#2675","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","674#5674","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","681#2681","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","687#5687","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","687#5688","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","690#806","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","702#5702","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","701#5701","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","698#5669","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","698#3773","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","698#2698","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","698#2669","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","696#6647","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","696#6646","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","696#3772","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","696#2696","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","694#8956","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","694#8870","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","694#3651","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","694#3640","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","694#700","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","694#657","","SD"
