"site","relative","name","xmltv_id","lang","site_id","country","hd_flag"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","404#404","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","403#5539","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","402#3247","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","402#402","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","401#2543","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","399#8272","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","399#389","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","398#4238","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","398#388","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","397#8210","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","397#387","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","356#3526","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","396#386","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","395#8955","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","394#385","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","393#8209","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","393#383","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","392#4237","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","392#382","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","391#8204","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","391#381","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","390#4240","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","390#380","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","389#384","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","388#366","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","386#8983","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","383#8433","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","356#356","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","341#4469","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","355#355","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","328#1512","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","327#8395","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","327#327","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","326#573","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","326#326","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","325#8075","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","325#1307","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","324#3095","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","324#324","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","323#1983","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","323#110","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","322#517","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","320#323","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","329#329","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","319#319","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","317#8019","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","317#345","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","316#1371","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","315#4060","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","314#8067","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","313#367","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","312#3771","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","312#312","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","311#4211","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","311#311","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","310#4069","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","309#328","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","308#343","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","318#277","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","329#1917","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","329#2599","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","330#330","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","354#586","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","353#8609","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","353#353","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","352#223","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","351#351","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","350#350","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","349#2282","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","349#808","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","348#3776","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","346#2063","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","345#551","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","344#344","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","343#499","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","342#6537","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","406#405","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","340#4209","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","339#365","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","338#3511","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","337#102","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","336#337","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","335#8279","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","335#335","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","333#6214","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","333#550","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","332#2455","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","332#333","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","331#8218","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","331#2600","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","331#331","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","355#8277","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","407#2545","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","424#2528","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","408#8030","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","490#4490","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","489#4489","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","489#489","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","488#4488","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","488#1488","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","487#5471","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","487#471","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","486#5472","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","486#472","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","485#5473","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","485#473","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","484#5474","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","484#474","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","490#5490","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","483#5464","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","482#5463","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","482#463","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","481#5462","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","481#462","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","480#5461","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","480#461","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","479#3879","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","479#479","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","478#478","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","478#452","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","477#477","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","477#455","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","476#5476","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","483#464","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","496#2174","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","501#501","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","501#1967","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","526#521","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","525#8229","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","525#520","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","523#3340","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","522#4068","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","521#3339","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","520#3324","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","519#4067","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","517#4066","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","517#513","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","516#8267","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","516#514","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","515#8214","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","515#512","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","511#4065","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","511#3542","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","509#3779","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","508#508","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","507#8973","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","507#507","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","506#4064","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","505#3336","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","505#505","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","504#8219","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","504#504","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","503#1786","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","503#503","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","502#3778","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","502#502","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","476#476","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","475#5475","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","475#475","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","474#6460","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","439#2544","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","438#5447","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","437#2556","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","436#2529","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","435#2551","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","434#6544","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","433#5446","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","432#5616","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","431#3445","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","430#3710","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","429#4008","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","428#3025","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","426#6129","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","425#1283","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","307#3528","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","423#3800","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","422#3460","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","420#3635","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","419#2553","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","418#5112","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","416#6065","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","415#4025","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","414#2828","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","413#2552","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","412#5442","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","411#5670","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","410#3841","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","410#2473","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","409#6120","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","440#3818","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","408#5003","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","441#2549","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","443#2554","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","473#6461","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","472#6463","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","469#5451","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","468#3641","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","466#8083","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","466#2611","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","465#3296","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","465#2557","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","464#2021","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","464#2016","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","462#3576","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","461#5541","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","460#2799","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","459#6468","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","458#3735","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","457#5441","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","456#578","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","455#2527","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","454#3757","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","453#3439","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","452#2824","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","451#3880","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","450#3676","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","449#4557","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","448#3803","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","447#2548","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","446#6104","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","445#2800","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","es","444#3712","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","442#2550","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","307#307","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","294#294","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","304#6213","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","208#2614","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","208#2355","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","207#8235","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","207#207","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","206#1964","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","206#206","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","205#5205","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","204#6218","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","204#204","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","203#217","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","202#8249","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","202#202","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","200#436","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","209#209","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","199#8111","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","177#177","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","176#176","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","175#175","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","174#174","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","173#173","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","172#172","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","171#171","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","170#170","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","169#169","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","168#168","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","167#167","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","166#166","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","165#165","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","181#181","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","209#1965","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","212#212","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","212#441","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","229#229","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","228#228","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","227#227","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","226#226","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","225#341","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","224#340","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","223#239","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","222#222","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","221#5613","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","221#2613","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","219#8242","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","219#607","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","218#5605","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","218#605","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","217#8240","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","217#3088","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","216#8220","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","216#601","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","215#8230","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","215#5509","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","215#5508","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","215#2468","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","214#574","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","213#5214","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","213#3228","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","213#3227","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","213#214","","SD"
"directv.com","directv.com\directv.com.channels.xml","channel","","en","212#8225","","SD"
