"site","relative","name","xmltv_id","lang","site_id","country","hd_flag","norm_name"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","7","","en","Sydney#7","AU","SD","7"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","7bravo","","en","Sydney#7bravo","AU","SD","7bravo"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","7flix","","en","Sydney#7flix","AU","SD","7flix"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","7HD","","en","Sydney#7HD","AU","SD","7hd"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","7MATE","","en","Sydney#7MATE","AU","SD","7mate"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","7TWO","","en","Sydney#7TWO","AU","SD","7two"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","9","","en","Sydney#9","AU","SD","9"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","9HD","","en","Sydney#9HD","AU","SD","9hd"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","9Life","","en","Sydney#9Life","AU","SD","9life"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","9Rush","","en","Sydney#9Rush","AU","SD","9rush"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","10","","en","Sydney#10","AU","SD","10"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","11","","en","Sydney#11","AU","SD","11"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","ABC1","","en","Sydney#ABC1","AU","SD","abc1"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","ABC2","","en","Sydney#ABC2","AU","SD","abc2"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","ABC3","","en","Sydney#ABC3","AU","SD","abc3"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","ABC4KIDS","","en","Sydney#ABC4KIDS","AU","HD","abc4kids"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","ABCHD","","en","Sydney#ABCHD","AU","SD","abchd"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","ABCN","","en","Sydney#ABCN","AU","SD","abcn"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","GEM","","en","Sydney#GEM","AU","SD","gem"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","GO","","en","Sydney#GO","AU","SD","go"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","NITV","","en","Sydney#NITV","AU","SD","nitv"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","ONE","","en","Sydney#ONE","AU","SD","one"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","RTV","","en","Sydney#RTV","AU","SD","rtv"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","SBS","","en","Sydney#SBS","AU","SD","sbs"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","SBS2","","en","Sydney#SBS2","AU","SD","sbs2"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","SBS3","","en","Sydney#SBS3","AU","SD","sbs3"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","SBSHD","","en","Sydney#SBSHD","AU","SD","sbshd"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","SBSWW","","en","Sydney#SBSWW","AU","SD","sbsww"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","SHAKE","","en","Sydney#SHAKE","AU","SD","shake"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","SPREE","","en","Sydney#SPREE","AU","SD","spree"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","TENHD","","en","Sydney#TENHD","AU","SD","tenhd"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","TVSN","","en","Sydney#TVSN","AU","SD","tvsn"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","VICHD","","en","Sydney#VICHD","AU","SD","vichd"
"abc.net.au","abc.net.au\abc.net.au_syd.channels.xml","YOUTV","","en","Sydney#YOUTV","AU","SD","youtv"
"directv.com","directv.com\directv.com.channels.xml","WINS","","en","1#238","US","SD","wins"
"directv.com","directv.com\directv.com.channels.xml","Parkersburg, WV WCHS ABC 8 A3 HD","WCHSDT1.us@SD","en","8#815","US","HD","parkersburgwvwchsabc8a3hd"
"directv.com","directv.com\directv.com.channels.xml","Parkersburg, WV WCHS ABC 8 SD","WCHSDT1.us@SD","en","8#816","US","SD","parkersburgwvwchsabc8sd"
"directv.com","directv.com\directv.com.channels.xml","Parkersburg, WV WTAP NBC 15 A3 HD","WTAPDT1.us@SD","en","15#2073","US","HD","parkersburgwvwtapnbc15a3hd"
"directv.com","directv.com\directv.com.channels.xml","Parkersburg, WV WTAPDT2 MNT 17 A3 SD","WTAPDT2.us@SD","en","17#2076","US","SD","parkersburgwvwtapdt2mnt17a3sd"
"directv.com","directv.com\directv.com.channels.xml","Parkersburg, WV WOVA FOX 22 A3 HD","WOVALD1.us@SD","en","22#6069","US","HD","parkersburgwvwovafox22a3hd"
"directv.com","directv.com\directv.com.channels.xml","Parkersburg, WV WIYE CBS 47 A3 HD","WIYELD1.us@SD","en","47#6092","US","HD","parkersburgwvwiyecbs47a3hd"
"directv.com","directv.com\directv.com.channels.xml","A3 Parkersburg 65 PBS (Virt)","W51EGD1.us@SD","en","65#4317","US","SD","a3parkersburg65pbsvirt"
"directv.com","directv.com\directv.com.channels.xml","QVC (70)","QVC.us@SD","en","70#3849","US","SD","qvc70"
"directv.com","directv.com\directv.com.channels.xml","Home Shopping Network 70-1","HSN.us@East","en","70#4062","US","SD","homeshoppingnetwork701"
"directv.com","directv.com\directv.com.channels.xml","Home Shopping Network 70-1 (HD)","HSN.us@East","en","70#4063","US","HD","homeshoppingnetwork701hd"
"directv.com","directv.com\directv.com.channels.xml","QVC HD (70)","QVC.us@SD","en","70#6111","US","HD","qvchd70"
"directv.com","directv.com\directv.com.channels.xml","News Mix 71","","en","71#6505","US","SD","newsmix71"
"directv.com","directv.com\directv.com.channels.xml","Jewelry Television (72)","JewelryTV.us@SD","en","72#1977","US","SD","jewelrytelevision72"
"directv.com","directv.com\directv.com.channels.xml","SHOP HQ (73)","ShopHQ.us@SD","en","73#6209","US","SD","shophq73"
"directv.com","directv.com\directv.com.channels.xml","SALE Network.","","en","74#1978","US","SD","salenetwork"
"directv.com","directv.com\directv.com.channels.xml","Shop LC (75)","ShopLC.us@SD","en","75#354","US","SD","shoplc75"
"directv.com","directv.com\directv.com.channels.xml","QVC2 (76)","QVC2.us@SD","en","76#4328","US","SD","qvc276"
"directv.com","directv.com\directv.com.channels.xml","NEW TV (77)","","en","77#553","US","SD","newtv77"
"directv.com","directv.com\directv.com.channels.xml","COOL Network 78","","en","78#219","US","SD","coolnetwork78"
"directv.com","directv.com\directv.com.channels.xml","QVC2 (79)","QVC2.us@SD","en","79#5239","US","SD","qvc279"
"directv.com","directv.com\directv.com.channels.xml","COZI TV","","en","80#6170","US","SD","cozitv"
"directv.com","directv.com\directv.com.channels.xml","GRIT","Grit.us@SD","en","81#6172","US","SD","grit"
"directv.com","directv.com\directv.com.channels.xml","BounceTV","Bounce.us@SD","en","82#6171","US","SD","bouncetv"
"directv.com","directv.com\directv.com.channels.xml","WOW TV 83","","en","83#358","US","SD","wowtv83"
"directv.com","directv.com\directv.com.channels.xml","IDEA Channel 84","","en","84#361","US","SD","ideachannel84"
"directv.com","directv.com\directv.com.channels.xml","RENEW TV (85-1)","","en","85#332","US","SD","renewtv851"
"directv.com","directv.com\directv.com.channels.xml","Get IT Infomercial 85-3","","en","85#348","US","SD","getitinfomercial853"
"directv.com","directv.com\directv.com.channels.xml","Save","","en","85#1974","US","SD","save"
"directv.com","directv.com\directv.com.channels.xml","HOME TV (85-2)","","en","85#1975","US","SD","hometv852"
"directv.com","directv.com\directv.com.channels.xml","VALU 86","","en","86#6177","US","SD","valu86"
"directv.com","directv.com\directv.com.channels.xml","DEALS","","en","87#315","US","SD","deals"
"directv.com","directv.com\directv.com.channels.xml","BEST Channel 88","","en","88#349","US","SD","bestchannel88"
"directv.com","directv.com\directv.com.channels.xml","VISION TV Channel 89","","en","89#390","US","SD","visiontvchannel89"
"directv.com","directv.com\directv.com.channels.xml","FRESH (91)","","en","91#1311","US","SD","fresh91"
"directv.com","directv.com\directv.com.channels.xml","CRAVE (92)","","en","92#656","US","SD","crave92"
"directv.com","directv.com\directv.com.channels.xml","Celebrity Shopping TV 95","","en","95#1979","US","SD","celebrityshoppingtv95"
"directv.com","directv.com\directv.com.channels.xml","SEEK 97 HD","","en","97#496","US","HD","seek97hd"
"directv.com","directv.com\directv.com.channels.xml","Interactive Advertising Channel HD (98)","","en","98#498","US","HD","interactiveadvertisingchannelhd98"
"directv.com","directv.com\directv.com.channels.xml","XTRA (99)","","en","99#8915","US","SD","xtra99"
"directv.com","directv.com\directv.com.channels.xml","DTV4K","","en","104#6633","US","HD","dtv4k"
"directv.com","directv.com\directv.com.channels.xml","CINE4K 107","","en","107#6634","US","HD","cine4k107"
"directv.com","directv.com\directv.com.channels.xml","CINE4K PPV","","en","108#580","US","HD","cine4kppv"
"directv.com","directv.com\directv.com.channels.xml","Interactive Advertising Channel HD 111","","en","111#111","US","HD","interactiveadvertisingchannelhd111"
"directv.com","directv.com\directv.com.channels.xml","Seasonal Sports Offer Channel","","en","113#106","US","SD","seasonalsportsofferchannel"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 114 HD","","en","114#107","US","HD","dtvcinema114hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 115","","en","115#108","US","SD","dtvcinema115"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 118 HD","","en","118#6590","US","HD","dtvcinema118hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 119","","en","119#119","US","SD","dtvcinema119"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 120","","en","120#120","US","SD","dtvcinema120"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 123 HD","","en","123#123","US","HD","dtvcinema123hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 124","","en","124#124","US","SD","dtvcinema124"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 126 HD","","en","126#126","US","HD","dtvcinema126hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 127 HD","","en","127#127","US","HD","dtvcinema127hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 128 HD","","en","128#128","US","HD","dtvcinema128hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 129 HD","","en","129#129","US","HD","dtvcinema129hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 130 HD","","en","130#130","US","HD","dtvcinema130hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 155 HD","","en","155#155","US","HD","dtvcinema155hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 156 HD","","en","156#8389","US","HD","dtvcinema156hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 157 HD","","en","157#157","US","HD","dtvcinema157hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 158 HD","","en","158#158","US","HD","dtvcinema158hd"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 159","","en","159#159","US","SD","dtvcinema159"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 160","","en","160#160","US","SD","dtvcinema160"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 161","","en","161#161","US","SD","dtvcinema161"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 162","","en","162#162","US","SD","dtvcinema162"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 163","","en","163#163","US","SD","dtvcinema163"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 164","","en","164#164","US","SD","dtvcinema164"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 165","","en","165#165","US","SD","dtvcinema165"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 166","","en","166#166","US","SD","dtvcinema166"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 167","","en","167#167","US","SD","dtvcinema167"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 168","","en","168#168","US","SD","dtvcinema168"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 169","","en","169#169","US","SD","dtvcinema169"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 170","","en","170#170","US","SD","dtvcinema170"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 171","","en","171#171","US","SD","dtvcinema171"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 172","","en","172#172","US","SD","dtvcinema172"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 173","","en","173#173","US","SD","dtvcinema173"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 174","","en","174#174","US","SD","dtvcinema174"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 175","","en","175#175","US","SD","dtvcinema175"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 176","","en","176#176","US","SD","dtvcinema176"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 177","","en","177#177","US","SD","dtvcinema177"
"directv.com","directv.com\directv.com.channels.xml","DTV Cinema 181","","en","181#181","US","SD","dtvcinema181"
"directv.com","directv.com\directv.com.channels.xml","Kids Mix Channel","","en","199#8111","US","SD","kidsmixchannel"
"directv.com","directv.com\directv.com.channels.xml","News Mix","","en","200#436","US","SD","newsmix"
"directv.com","directv.com\directv.com.channels.xml","CNN","CNN.us@SD","en","202#202","US","SD","cnn"
"directv.com","directv.com\directv.com.channels.xml","CNN HD","CNN.us@SD","en","202#8249","US","HD","cnnhd"
"directv.com","directv.com\directv.com.channels.xml","COOL Network 203","","en","203#217","US","SD","coolnetwork203"
"directv.com","directv.com\directv.com.channels.xml","HLN","HLN.us@SD","en","204#204","US","SD","hln"
"directv.com","directv.com\directv.com.channels.xml","HLN HD","HLN.us@SD","en","204#6218","US","HD","hlnhd"
"directv.com","directv.com\directv.com.channels.xml","SPORTS MIX HD (205)","","en","205#5205","US","HD","sportsmixhd205"
"directv.com","directv.com\directv.com.channels.xml","ESPN","ESPN.us@SD","en","206#206","US","SD","espn"
"directv.com","directv.com\directv.com.channels.xml","ESPN HD","ESPN.us@SD","en","206#1964","US","HD","espnhd"
"directv.com","directv.com\directv.com.channels.xml","ESPNews","ESPNews.us@SD","en","207#207","US","SD","espnews"
"directv.com","directv.com\directv.com.channels.xml","ESPNews HD","ESPNews.us@SD","en","207#8235","US","HD","espnewshd"
"directv.com","directv.com\directv.com.channels.xml","ESPNU HD","ESPNU.us@SD","en","208#2355","US","HD","espnuhd"
"directv.com","directv.com\directv.com.channels.xml","ESPNU","ESPNU.us@SD","en","208#2614","US","SD","espnu"
"directv.com","directv.com\directv.com.channels.xml","ESPN2","ESPN2.us@SD","en","209#209","US","SD","espn2"
"directv.com","directv.com\directv.com.channels.xml","ESPN2 HD","ESPN2.us@SD","en","209#1965","US","HD","espn2hd"
"directv.com","directv.com\directv.com.channels.xml","NFL Network","NFLNetwork.us@SD","en","212#212","US","SD","nflnetwork"
"directv.com","directv.com\directv.com.channels.xml","NFL Network Alternate","","en","212#441","US","SD","nflnetworkalternate"
"directv.com","directv.com\directv.com.channels.xml","NFL Network Alternate HD","","en","212#442","US","HD","nflnetworkalternatehd"
"directv.com","directv.com\directv.com.channels.xml","NFL Network HD","NFLNetwork.us@SD","en","212#8225","US","HD","nflnetworkhd"
"directv.com","directv.com\directv.com.channels.xml","MLB Network Alt. 213-1","MLBNetworkAlternate.us@SD","en","213#214","US","SD","mlbnetworkalt2131"
"directv.com","directv.com\directv.com.channels.xml","MLB Network","MLBNetwork.us@SD","en","213#3227","US","SD","mlbnetwork"
"directv.com","directv.com\directv.com.channels.xml","MLB Network HD","","en","213#3228","US","HD","mlbnetworkhd"
"directv.com","directv.com\directv.com.channels.xml","MLB Network Alt. 213-1 HD","","en","213#5214","US","HD","mlbnetworkalt2131hd"
"directv.com","directv.com\directv.com.channels.xml","MAVTV HD","","en","214#574","US","HD","mavtvhd"
"directv.com","directv.com\directv.com.channels.xml","NHL Network","NHLNetwork.us@SD","en","215#2468","US","SD","nhlnetwork"
"directv.com","directv.com\directv.com.channels.xml","NHL Network Alternate","NHLNetworkAlternate.us@SD","en","215#5508","US","SD","nhlnetworkalternate"
"directv.com","directv.com\directv.com.channels.xml","NHL Network Alternate HD","NHLNetworkAlternate.us@SD","en","215#5509","US","HD","nhlnetworkalternatehd"
"directv.com","directv.com\directv.com.channels.xml","NHL Network HD","NHLNetwork.us@SD","en","215#8230","US","HD","nhlnetworkhd"
"directv.com","directv.com\directv.com.channels.xml","NBA TV","NBATV.us@SD","en","216#601","US","SD","nbatv"
"directv.com","directv.com\directv.com.channels.xml","NBA TV HD","NBATV.us@SD","en","216#8220","US","HD","nbatvhd"
"directv.com","directv.com\directv.com.channels.xml","Tennis Channel","TennisChannel.us@SD","en","217#3088","US","SD","tennischannel"
"directv.com","directv.com\directv.com.channels.xml","Tennis Channel HD","TennisChannel.us@SD","en","217#8240","US","HD","tennischannelhd"
"directv.com","directv.com\directv.com.channels.xml","Golf Channel","GolfChannel.us@SD","en","218#605","US","SD","golfchannel"
"directv.com","directv.com\directv.com.channels.xml","Golf Channel HD","GolfChannel.us@SD","en","218#5605","US","HD","golfchannelhd"
"directv.com","directv.com\directv.com.channels.xml","FOX Sports 1","","en","219#607","US","SD","foxsports1"
"directv.com","directv.com\directv.com.channels.xml","FOX Sports 1 HD","","en","219#8242","US","HD","foxsports1hd"
"directv.com","directv.com\directv.com.channels.xml","CBS Sports Network","CBSSportsNetworkUSA.us@SD","en","221#2613","US","SD","cbssportsnetwork"
"directv.com","directv.com\directv.com.channels.xml","CBS Sports Network HD","CBSSportsNetworkUSA.us@SD","en","221#5613","US","HD","cbssportsnetworkhd"
"directv.com","directv.com\directv.com.channels.xml","Save 222 (Infomercial)","","en","222#222","US","SD","save222infomercial"
"directv.com","directv.com\directv.com.channels.xml","Celebrity Shopping TV","","en","223#239","US","SD","celebrityshoppingtv"
"directv.com","directv.com\directv.com.channels.xml","AVC (Infomercial)","AmericasValueChannel.us@SD","en","224#340","US","SD","avcinfomercial"
"directv.com","directv.com\directv.com.channels.xml","HOME TV (225)","","en","225#341","US","SD","hometv225"
"directv.com","directv.com\directv.com.channels.xml","Shop LC","ShopLC.us@SD","en","226#226","US","SD","shoplc"
"directv.com","directv.com\directv.com.channels.xml","MALL (Infomercial)","","en","227#227","US","SD","mallinfomercial"
"directv.com","directv.com\directv.com.channels.xml","GEM Shopping Network","GemShoppingNetwork.us@SD","en","228#228","US","SD","gemshoppingnetwork"
"directv.com","directv.com\directv.com.channels.xml","HGTV","HGTV.us@East","en","229#229","US","SD","hgtv"
"directv.com","directv.com\directv.com.channels.xml","HGTV HD","HGTV.us@East","en","229#8244","US","HD","hgtvhd"
"directv.com","directv.com\directv.com.channels.xml","Magnolia Network","MagnoliaNetwork.us@East","en","230#230","US","SD","magnolianetwork"
"directv.com","directv.com\directv.com.channels.xml","Magnolia Network HD","MagnoliaNetwork.us@East","en","230#8086","US","HD","magnolianetworkhd"
"directv.com","directv.com\directv.com.channels.xml","Food Network","FoodNetwork.us@East","en","231#231","US","SD","foodnetwork"
"directv.com","directv.com\directv.com.channels.xml","Food Network HD","FoodNetwork.us@East","en","231#8278","US","HD","foodnetworkhd"
"directv.com","directv.com\directv.com.channels.xml","Cooking Channel","CookingChannel.us@SD","en","232#232","US","SD","cookingchannel"
"directv.com","directv.com\directv.com.channels.xml","Cooking Channel HD","CookingChannel.us@SD","en","232#6216","US","HD","cookingchannelhd"
"directv.com","directv.com\directv.com.channels.xml","Game Show Network","GameShowNetwork.us@East","en","233#309","US","SD","gameshownetwork"
"directv.com","directv.com\directv.com.channels.xml","Game Show Network HD","GameShowNetwork.us@East","en","233#8987","US","HD","gameshownetworkhd"
"directv.com","directv.com\directv.com.channels.xml","WOW TV 234","","en","234#234","US","SD","wowtv234"
"directv.com","directv.com\directv.com.channels.xml","Tastemade","Tastemade.us@US","en","235#484","US","SD","tastemade"
"directv.com","directv.com\directv.com.channels.xml","E!","E.us@East","en","236#236","US","SD","e"
"directv.com","directv.com\directv.com.channels.xml","E! HD","E.us@East","en","236#8179","US","HD","ehd"
"directv.com","directv.com\directv.com.channels.xml","Bravo","Bravo.us@East","en","237#273","US","SD","bravo"
"directv.com","directv.com\directv.com.channels.xml","Bravo HD","Bravo.us@East","en","237#8258","US","HD","bravohd"
"directv.com","directv.com\directv.com.channels.xml","ReelzChannel","Reelz.us@SD","en","238#225","US","SD","reelzchannel"
"directv.com","directv.com\directv.com.channels.xml","ReelzChannel HD","Reelz.us@SD","en","238#3507","US","HD","reelzchannelhd"
"directv.com","directv.com\directv.com.channels.xml","SundanceTV","SundanceTV.us@East","en","239#549","US","SD","sundancetv"
"directv.com","directv.com\directv.com.channels.xml","SundanceTV HD","SundanceTV.us@East","en","239#2057","US","HD","sundancetvhd"
"directv.com","directv.com\directv.com.channels.xml","Home Shopping Network","HSN.us@East","en","240#240","US","SD","homeshoppingnetwork"
"directv.com","directv.com\directv.com.channels.xml","Home Shopping Network HD","HSN.us@East","en","240#6133","US","HD","homeshoppingnetworkhd"
"directv.com","directv.com\directv.com.channels.xml","Paramount Network","ParamountNetwork.us@East","en","241#325","US","SD","paramountnetwork"
"directv.com","directv.com\directv.com.channels.xml","Paramount Network HD","ParamountNetwork.us@East","en","241#8245","US","HD","paramountnetworkhd"
"directv.com","directv.com\directv.com.channels.xml","USA Network","USANetwork.us@East","en","242#242","US","SD","usanetwork"
"directv.com","directv.com\directv.com.channels.xml","USA Network HD","USANetwork.us@East","en","242#8273","US","HD","usanetworkhd"
"directv.com","directv.com\directv.com.channels.xml","XPLOR","","en","243#243","US","SD","xplor"
"directv.com","directv.com\directv.com.channels.xml","SYFY","Syfy.us@East","en","244#244","US","SD","syfy"
"directv.com","directv.com\directv.com.channels.xml","SYFYHD","Syfy.us@East","en","244#8268","US","SD","syfyhd"
"directv.com","directv.com\directv.com.channels.xml","TNT","TNT.us@East","en","245#245","US","SD","tnt"
"directv.com","directv.com\directv.com.channels.xml","TNT HD","TNT.us@East","en","245#1966","US","HD","tnthd"
"directv.com","directv.com\directv.com.channels.xml","TNT West HD","TNT.us@West","en","245#2602","US","HD","tntwesthd"
"directv.com","directv.com\directv.com.channels.xml","truTV","truTV.us@East","en","246#203","US","SD","trutv"
"directv.com","directv.com\directv.com.channels.xml","truTV HD","truTV.us@East","en","246#1363","US","HD","trutvhd"
"directv.com","directv.com\directv.com.channels.xml","TBS","TBS.us@East","en","247#247","US","SD","tbs"
"directv.com","directv.com\directv.com.channels.xml","TBS West HD","TBS.us@West","en","247#2603","US","HD","tbswesthd"
"directv.com","directv.com\directv.com.channels.xml","TBS HD","TBS.us@East","en","247#8254","US","HD","tbshd"
"directv.com","directv.com\directv.com.channels.xml","FX","FX.us@East","en","248#248","US","SD","fx"
"directv.com","directv.com\directv.com.channels.xml","FX HD","FX.us@East","en","248#8208","US","HD","fxhd"
"directv.com","directv.com\directv.com.channels.xml","Comedy Central","ComedyCentral.us@East","en","249#249","US","SD","comedycentral"
"directv.com","directv.com\directv.com.channels.xml","Comedy Central West HD","ComedyCentral.us@West","en","249#2598","US","HD","comedycentralwesthd"
"directv.com","directv.com\directv.com.channels.xml","Comedy Central HD","ComedyCentral.us@East","en","249#3035","US","HD","comedycentralhd"
"directv.com","directv.com\directv.com.channels.xml","SECRET TV (250)","","en","250#3094","US","SD","secrettv250"
"directv.com","directv.com\directv.com.channels.xml","Oxygen True Crime","Oxygen.us@East","en","251#251","US","SD","oxygentruecrime"
"directv.com","directv.com\directv.com.channels.xml","Oxygen True Crime HD","Oxygen.us@East","en","251#275","US","HD","oxygentruecrimehd"
"directv.com","directv.com\directv.com.channels.xml","Lifetime","Lifetime.us@East","en","252#252","US","SD","lifetime"
"directv.com","directv.com\directv.com.channels.xml","Lifetime HD","Lifetime.us@East","en","252#3780","US","HD","lifetimehd"
"directv.com","directv.com\directv.com.channels.xml","LMN","LifetimeMovies.us@East","en","253#253","US","SD","lmn"
"directv.com","directv.com\directv.com.channels.xml","LMN HD","LifetimeMovies.us@East","en","253#6217","US","HD","lmnhd"
"directv.com","directv.com\directv.com.channels.xml","AMC","AMC.us@East","en","254#254","US","SD","amc"
"directv.com","directv.com\directv.com.channels.xml","AMC HD","AMC.us@East","en","254#4217","US","HD","amchd"
"directv.com","directv.com\directv.com.channels.xml","XTRA Network","","en","255#4190","US","SD","xtranetwork"
"directv.com","directv.com\directv.com.channels.xml","TCM","TCM.us@East","en","256#256","US","SD","tcm"
"directv.com","directv.com\directv.com.channels.xml","TCM HD","TCM.us@East","en","256#4316","US","HD","tcmhd"
"directv.com","directv.com\directv.com.channels.xml","FX Movie","FXMovieChannel.us@SD","en","258#258","US","SD","fxmovie"
"directv.com","directv.com\directv.com.channels.xml","FX Movie Channel HD","FXMovieChannel.us@SD","en","258#310","US","HD","fxmoviechannelhd"
"directv.com","directv.com\directv.com.channels.xml","FXX","FXX.us@East","en","259#2619","US","SD","fxx"
"directv.com","directv.com\directv.com.channels.xml","FXX HD","FXX.us@East","en","259#8138","US","HD","fxxhd"
"directv.com","directv.com\directv.com.channels.xml","WE tv","WeTV.us@East","en","260#260","US","SD","wetv"
"directv.com","directv.com\directv.com.channels.xml","WE tv HD","WeTV.us@East","en","260#2056","US","HD","wetvhd"
"directv.com","directv.com\directv.com.channels.xml","Discovery Life","DiscoveryLife.us@SD","en","261#368","US","SD","discoverylife"
"directv.com","directv.com\directv.com.channels.xml","VISION TV Channel 262","","en","262#262","US","SD","visiontvchannel262"
"directv.com","directv.com\directv.com.channels.xml","XPLOR (262-1)","","en","262#8134","US","SD","xplor2621"
"directv.com","directv.com\directv.com.channels.xml","Get It Infomercial","","en","263#347","US","SD","getitinfomercial"
"directv.com","directv.com\directv.com.channels.xml","BBC America","BBCAmerica.us@East","en","264#264","US","SD","bbcamerica"
"directv.com","directv.com\directv.com.channels.xml","BBC America HD","BBCAmerica.us@East","en","264#6053","US","HD","bbcamericahd"
"directv.com","directv.com\directv.com.channels.xml","A&E","AE.us@East","en","265#265","US","SD","ae"
"directv.com","directv.com\directv.com.channels.xml","A&E HD","AE.us@East","en","265#8223","US","HD","aehd"
"directv.com","directv.com\directv.com.channels.xml","FYI","FYI.us@East","en","266#266","US","SD","fyi"
"directv.com","directv.com\directv.com.channels.xml","FYI HD","FYI.us@East","en","266#8396","US","HD","fyihd"
"directv.com","directv.com\directv.com.channels.xml","BEST Channel 268","","en","268#268","US","SD","bestchannel268"
"directv.com","directv.com\directv.com.channels.xml","History","History.us@East","en","269#269","US","SD","history"
"directv.com","directv.com\directv.com.channels.xml","History HD","History.us@East","en","269#8233","US","HD","historyhd"
"directv.com","directv.com\directv.com.channels.xml","IDEA Channel 270","","en","270#261","US","SD","ideachannel270"
"directv.com","directv.com\directv.com.channels.xml","VICE","VICETV.us@SD","en","271#271","US","SD","vice"
"directv.com","directv.com\directv.com.channels.xml","VICE HD","VICETV.us@SD","en","271#6215","US","HD","vicehd"
"directv.com","directv.com\directv.com.channels.xml","Logo","Logo.us@East","en","272#263","US","SD","logo"
"directv.com","directv.com\directv.com.channels.xml","POP","Pop.us@East","en","273#224","US","SD","pop"
"directv.com","directv.com\directv.com.channels.xml","POP HD","Pop.us@East","en","273#572","US","HD","pophd"
"directv.com","directv.com\directv.com.channels.xml","Ovation","Ovation.us@SD","en","274#274","US","SD","ovation"
"directv.com","directv.com\directv.com.channels.xml","Ovation HD","Ovation.us@SD","en","274#4638","US","HD","ovationhd"
